,content,fact
3352,.자유한국당이 199개 안건에 필리버스터를 진행할 경우 종료까지199일이 걸릴 수 있는지 여부검증내용표결로 필리버스터 종료시키려면 안건당 최소 24시간 필요199건엔 최소 199일 소요.필리버스터 관련 규정을 다룬 국회법 106조의2에 따르면 필리버스터 종료에는 종결 동의 표결 신청 정당의 자체 종료 국회 회기 종료의 방법이 있다..만약 자유한국당이 필리버스터 철회나 자체 종료 없이 199개 안건에 모두 필리버스터를 진행한다면 남은 방법은 2가지다..,대체로 사실
3353,임신부가 코로나19 백신을 접종하면 더 위험하다,전혀 사실 아님
3354,여객자동차법 개정안은 타다 금지법인가 타다 수용법인가.,대체로 사실 아님
3355,없음,대체로 사실
3356,공백,공백
3357,코로나19가 남녀 고용 성별 격차 더 키웠다,절반의 사실
3358,대림동과 가리봉동 건물 중국인이 점령했다,전혀 사실 아님
3359,공백,공백
3360,외국인 부동산 소유 규제 가능하다,사실
3361,다른 나라도 외국인 부동산 소유 규제하고 있다,절반의 사실
3362,공백,공백
3363,법원이 피해 진술만을 증거로 유죄를 확정했는가.검증방법.해당 판결문 분석 대법원 관계자 인터뷰.검증내용. 피해자 진술 외에 CCTV 영상 전문가 진술도 유죄 증거로 채택돼. 부산지법 형사3부가 지난 4월에 선고한 항소심 판결문을 확인한 결과 법원이 피해자의 진술만을 증거로 유죄를 인정했다는 주장은 사실이 아니었다..판결문에 따르면 피해자의 진술뿐만 아니라 범행 당시 상황이 녹화된 폐쇄회로CCTV 영상과 이 CCTV 영상을 확인한 전문가의 진술도 유죄 증거로 채택됐다..법정 등에서 공개된 두 종류의 식당 CCTV 영상에는 A씨가 피해자와 약 1.3초간 교차하는 장면이 찍혔다.,전혀 사실 아님
3364,과도한 인건비 부담최저임금 인상으로 중소기업 저소득근로자들의 실업이 확대됐다,대체로 사실 아님
3365,국회 경계 100m 이내 시위 된다.,전혀 사실 아님
3366,공백,공백
3367,공백,공백
3368,청와대 국민청원.,대체로 사실 아님
3369,박광온 민주당 의원의 최고위원회 발언 내용주택보유자 증가 부진은 다주택자 때문. .검증취지.서울 아파트를 중심으로 부동산 경기가 과열된 가운데 정부가 강력한 대책을 내놓음. 나아가 청와대는 과열지역 두 채 이상 다주택 보유자들에게 1채를 제외한 나머지를 매각할 것을 권고. 이는 정부부처 고위 공직자들에게도 영향을 미침. 문제는 정부의 이 같은 방침이 자칫 투기세력이 아닌 다주택자 자체를 집값 상승의 범인으로 몰고 갈 우려가 있음. 통계자료를 바탕으로 정확한 사실판단이 필요한 대목.. .검증방법.국토교통부 주택보급률과 정동영 의원경제정의실천시민연합 다주택자 상위 1 주택소유 현황을 통해 정확한 통계확인..다주택자와 주택수의 상관관계 분석,대체로 사실 아님
3370,선거법 개정되면 총선 전까지 위성정당 난립할까.,판단 유보
3371,대검찰청이 주장하는 해당 조항수정안 24조 2항과 관련된 내용이 법사위에서 논의된 적이 있는지 확인하고 41 협의 과정에서 포함된 것이 맞는지도 확인한다.. .검증 방법.공수처법 발의 이후 관련위 논의내용을 확인하고 공수처법 수정안의 제출일자와 내용 등을 원안과 비교한다..국회 발의 안건은 모두 국회가 제공하는 의안정보시스템에서 확인할 수 있으므로 활용한다.. .,사실
3372,자유한국당은 전날 문희상 국회의장과 권영진 국회 의사국장을 직권남용권리행사방해 및 직권남용 방조 등의 혐의로 대검찰청에 형사 고발했다. 문희상 국회의장이 직권을 남용해 패스트트랙신속처리대상안건으로 지정된 공직선거법을 본회의에 기습상정했다는 주장이다..자유한국당 주장대로 정말 문 의장이 직권을 남용해서 선거법을 기습상정한 것인지 국회법 관련 조항과 국회 의사국의 해석 과거 전례 등을 기반으로 사실 관계를 검증해봤다..,전혀 사실 아님
3373,선진국시대 들어가면 검찰 수사권은 공소유지권으로 다 전환이 된다,대체로 사실
3374,에어프라이어가 발암물질 유발한다.,전혀 사실 아님
3375,한국당은 30일 공수처법이 통과된 직후 의원총회를 열고 소속 의원 108명 전원의 사퇴서를 제출하기로 결의했다..특정 정당의 의원직 총사퇴가 가능한지  국회법 관련 조항과 과거 전례 등을 기반으로 사실 관계를 검증해봤다..,대체로 사실 아님
3376,공백,공백
3377,공백,공백
3378,공백,공백
3379,서울의 주택 공급이 부족하지 않고 오히려 과거보다 늘어 충분하다.,판단 유보
3380,온라인에 퍼진 이란 군사령관 솔레이마니의 드론 피격 당시 영상 진위 여부..,전혀 사실 아님
3381,공백,공백
3382,공백,공백
3383,공백,공백
3384,학교는 선거운동 금지 구역.,판단 유보
3385,미국은 이미 본격적인 플랫폼 규제에 나서고 있다,절반의 사실
3386,백신 맞고 항체 생성 여부 항체 검사로 안다,대체로 사실
3387,무선 이어폰 오래 쓰면 암 걸릴 확률이 높아진다..,전혀 사실 아님
3388,김용균 참사 이후 산업 현장의 인명 피해 줄었다,대체로 사실 아님
3389,비례00당 사용 불허는 그때는 맞고 지금은 틀렸다는 내로남불 해석이다.,대체로 사실 아님
3390,만 20세 되면 3천만원 지급 공약 선거법 위반.,전혀 사실 아님
3391,마스크 때문에 아동 언어발달이 저해된다,전혀 사실 아님
3392,공백,공백
3393,공백,공백
3394,SNS 떠도는 이란 폭격 영상 사실이다.,전혀 사실 아님
3395,공매도는 기관투자자만 이용하고 개인투자자에게 불리하다,전혀 사실 아님
3396,영양실조로 사망 외환위기 이후 최다이다,대체로 사실 아님
3397,보험금 살인극 청소년이라서 신상 공개 안 된다,사실
3398,한국수력원자력한수원이 정부 탈원전 정책 이행을 위해 월성 1호기 경제성 평가를 고의로 조작했다. 원자력정책연대는 20일 정재훈 한수원 사장과 산업통상자원부 경제성 평가를 진행한 삼덕회계법인 관계자 등 11명을 업무상 배임 혐의로 고발하며 이렇게 주장했다..정유섭 자유한국당 의원은 한수원이 2018년 3월 월성 1호기의 계속가동 이익을 3707억 원으로 자체 분석했다고 주장했다. 그해 5월 삼덕회계법인의 1차 분석 결과 이 숫자는 1778억 원으로 줄어든 데 이어 같은 달 산업부한수원과의 회의 이후 낸 최종보고서에서 224억 원까지 줄어든 것은 의도적 조작이란 것이다..,대체로 사실 아님
3399,코로나19 백신 접종 후 통증이 심하면 젊고 건강하다는 증거이다,대체로 사실
3400,지역구 바로 세습 현역은 정진석 유일.,사실
3401,네팔 봉사단 일정은 외유성 트레킹이었다.,절반의 사실
3402,민주당 경선 앞두고 현안토론회 가능한가.익산갑 김수흥 예비후보 vs 이춘석 예비후보 공방.이춘석 선거법상 가능하다면 언제든지 환영.김수흥 선거법상 문제 없다.이 후보에게 토론 먼저 제안한 김 후보 발언 팩트체크.검증내용.,대체로 사실
3403,범행에 쓰인 휴대전화 주운 뒤 신고하지 않으면 증거은닉죄에 해당한다,사실
3404,부동산 중개수수료 개편안 시행되면 복비 줄어든다,전혀 사실 아님
3405,현장실습생도 노동자다,판단 유보
3406,공백,공백
3407,우리나라 상속세 부담이 OECD 국가 중 두 번째로 크다,판단 유보
3408,공백,공백
3409,신종 코로나 택배로도 전염된다.,전혀 사실 아님
3410,공백,공백
3411,폐렴 구균 백신과 김치로 신종 코로나 바이러스 감염을 예방할 수 있다.,전혀 사실 아님
3412,공백,공백
3413,갑자기 고꾸라지는 감염자 영상 사실이다.,대체로 사실 아님
3414,공백,공백
3415,이재명이 국회의원 면책특권 폐지를 주장했다,대체로 사실 아님
3416,신종 코로나 바이러스로 총선 연기 가능.,전혀 사실 아님
3417,평택 수건 가게 앞에서 방역복을 입은 사람들이 환자를 부축했다.,전혀 사실 아님
3418,동대구역에서 신종 코로나 바이러스 감염 환자가 방역복을 입은 사람들을 피해 도주 중이다.,전혀 사실 아님
3419,신종 코로나 때문에 국내에 중국인 난민 급증한다.,전혀 사실 아님
3420,음주측정거부가 음주운전보다 처벌 약하다,대체로 사실 아님
3421,국회회의록 내용을 발언자의 요청으로 삭제 할 수 있다,판단 유보
3422,중국 당국이 신종 코로나바이러스 감염병 예방책으로 마늘 섭취를 공문으로 공식 권고했다는 주장..그 근거로 공문형태 이미지에 우리말 해석이 붙어 국내에 퍼짐..,전혀 사실 아님
3423,울산과 경남 창원에서 확진자가 나왔는데 보도가 안되고 있다.증거로 실제 공무원들이 보고한 문자 내용도 있다아래 그림.,전혀 사실 아님
3424,신종 코로나바이러스로 인해 모든 군 장병 휴가 및 외출이 제한된다.국방부가 모든 병사 휴가나 외출을 막았다.,전혀 사실 아님
3425,공백,공백
3426,추미애 장관이 모교인 경북여고 총동창회에서 제명됐는지 여부.검증방법.경북여고 총동창회 문의.검증내용.사실 여부 확인을 위해 연합뉴스가 30일 경북여고 총동창회에 문의한 결과 총동창회 차원에서 이 같은 문건을 낸 적이 없다는 답을 받았다..경북여고 졸업생이 작성한 글일 가능성은 남아 있다고 치더라도 총동창회의 입장을 담은 글이 아님은 확인된 것이다. 다시 말해 경북여고 총동창회 일동이라는 명의는 도용된 셈이다..총동창회 사무국장은 연합뉴스와의 통화에서 문제의 문건은 총동창회에서 나간 문건이 아니다며 총동창회는 정치적인 문제에서 중립적인 입장을 취해왔다고 밝혔다..사무국장은 이어 이런 글이 있다는 말을 듣고 확인을 해본 결과 동문이 끼리끼리 만든 단톡방 중 하나에 퍼온 글이란 설명과 함께 해당 글이 올라와 있었다며 그 글에는 경북여고 총동창회 일동이라는 작성자 이름은 빠져 있었다고 소개했다.,전혀 사실 아님
3427,넷플릭스가 수익을 독식하고 있다,판단 유보
3428,양파로 신종 코로나 바이러스를 예방한다.,전혀 사실 아님
3429,일주일 뒤 국내 마스크 생산이 중단된다.,전혀 사실 아님
3430,머리카락이 신종 코로나 바이러스를 옮긴다.,대체로 사실 아님
3431,공백,공백
3432,중국인 유학생들은 2주간 등교하지 말아라.,대체로 사실 아님
3433,국회의원이 기자회견에서 한 발언도 면책특권 대상이다,대체로 사실 아님
3434,코로나19 백신 안 맞은 자녀도 격리없이 하와이 여행 가능하다,대체로 사실 아님
3435,광주 전남대 버스 정류장에서 피 묻은 마스크가 발견돼 경찰 신고가 접수됐고 현재 관련 기관이 신종 코로나바이러스 검사를 하고 있다..,전혀 사실 아님
3436,정부가 마스크를 세금으로 구입해 중국에 제공한다.,전혀 사실 아님
3437,우한에서 신종 코로나 감염자가 집단으로 기절했다.,전혀 사실 아님
3438,훈민정음은 중국어의 한자 소리를 적기 위해 만든 것이다,전혀 사실 아님
3439,김치 등 중국산 식품으로 인한 신종코로나바이러스 감염 가능성.,전혀 사실 아님
